Leeftijd;Perioden;Regio's;Bevolking op 1 januari (aantal)
18 jaar;2022;Castricum;462
18 jaar;2023;Castricum;441
18 jaar;2022;Chaam;
18 jaar;2023;Chaam;
18 jaar;2022;Coevorden;425
18 jaar;2023;Coevorden;422
18 jaar;2022;Cothen;
18 jaar;2023;Cothen;
18 jaar;2022;Cranendonck;242
18 jaar;2023;Cranendonck;220
18 jaar;2022;Cromstrijen;
18 jaar;2023;Cromstrijen;
18 jaar;2022;Cuijk;
18 jaar;2023;Cuijk;
18 jaar;2022;Cuijk en Sint Agatha;
18 jaar;2023;Cuijk en Sint Agatha;
18 jaar;2022;Culemborg;391
18 jaar;2023;Culemborg;383
18 jaar;2022;Dalen;
18 jaar;2023;Dalen;
18 jaar;2022;Dalfsen;412
18 jaar;2023;Dalfsen;372
18 jaar;2022;Dantumadeel;
18 jaar;2023;Dantumadeel;
18 jaar;2022;Dantumadiel;228
18 jaar;2023;Dantumadiel;249
18 jaar;2022;Delft;1370
18 jaar;2023;Delft;1428
18 jaar;2022;Delfzijl;
18 jaar;2023;Delfzijl;
18 jaar;2022;Denekamp;
18 jaar;2023;Denekamp;
18 jaar;2022;Deurne;348
18 jaar;2023;Deurne;417
18 jaar;2022;Deventer;1263
18 jaar;2023;Deventer;1236
18 jaar;2022;Didam;
18 jaar;2023;Didam;
18 jaar;2022;Diemen;406
18 jaar;2023;Diemen;431
18 jaar;2022;Diepenheim;
18 jaar;2023;Diepenheim;
18 jaar;2022;Diepenveen;
18 jaar;2023;Diepenveen;
18 jaar;2022;Diessen;
18 jaar;2023;Diessen;
18 jaar;2022;Diever;
18 jaar;2023;Diever;
18 jaar;2022;Dijk en Waard;1120
18 jaar;2023;Dijk en Waard;1149
18 jaar;2022;Dinkelland;448
18 jaar;2023;Dinkelland;313
18 jaar;2022;Dinteloord en Prinsenland;
18 jaar;2023;Dinteloord en Prinsenland;
18 jaar;2022;Dinxperlo;
18 jaar;2023;Dinxperlo;
18 jaar;2022;Dirksland;
18 jaar;2023;Dirksland;
18 jaar;2022;Dodewaard;
18 jaar;2023;Dodewaard;
18 jaar;2022;Doesburg;123
18 jaar;2023;Doesburg;121
18 jaar;2022;Doetinchem;800
18 jaar;2023;Doetinchem;758
18 jaar;2022;Domburg;
18 jaar;2023;Domburg;
18 jaar;2022;Dongen;304
18 jaar;2023;Dongen;302
18 jaar;2022;Dongeradeel;
18 jaar;2023;Dongeradeel;
18 jaar;2022;Doorn;
18 jaar;2023;Doorn;
18 jaar;2022;Dordrecht;1337
18 jaar;2023;Dordrecht;1358
18 jaar;2022;Drechterland;259
18 jaar;2023;Drechterland;286
18 jaar;2022;Driebergen-Rijsenburg;
18 jaar;2023;Driebergen-Rijsenburg;
18 jaar;2022;Driebruggen;
18 jaar;2023;Driebruggen;
18 jaar;2022;Drimmelen;304
18 jaar;2023;Drimmelen;308
18 jaar;2022;Dronten;607
18 jaar;2023;Dronten;549
18 jaar;2022;Drunen;
18 jaar;2023;Drunen;
18 jaar;2022;Druten;231
18 jaar;2023;Druten;241
18 jaar;2022;Duiveland;
18 jaar;2023;Duiveland;
18 jaar;2022;Duiven;339
18 jaar;2023;Duiven;307
18 jaar;2022;Den Dungen;
18 jaar;2023;Den Dungen;
18 jaar;2022;Dussen;
18 jaar;2023;Dussen;
18 jaar;2022;Dwingeloo;
18 jaar;2023;Dwingeloo;
18 jaar;2022;Echt;
18 jaar;2023;Echt;
18 jaar;2022;Echteld;
18 jaar;2023;Echteld;
18 jaar;2022;Echt-Susteren;318
18 jaar;2023;Echt-Susteren;301
18 jaar;2022;Edam-Volendam;515
18 jaar;2023;Edam-Volendam;449
18 jaar;2022;Ede;1640
18 jaar;2023;Ede;1588
18 jaar;2022;Eelde;
18 jaar;2023;Eelde;
18 jaar;2022;Eemnes;142
18 jaar;2023;Eemnes;124
18 jaar;2022;Eemsdelta;543
18 jaar;2023;Eemsdelta;529
18 jaar;2022;Eemsmond;
18 jaar;2023;Eemsmond;
18 jaar;2022;Eenrum;
18 jaar;2023;Eenrum;
18 jaar;2022;Eersel;223
18 jaar;2023;Eersel;214
18 jaar;2022;Egmond;
18 jaar;2023;Egmond;
18 jaar;2022;Eibergen;
18 jaar;2023;Eibergen;
18 jaar;2022;Eijsden;
18 jaar;2023;Eijsden;
18 jaar;2022;Eijsden-Margraten;287
18 jaar;2023;Eijsden-Margraten;257
18 jaar;2022;Eindhoven;2862
18 jaar;2023;Eindhoven;2770
18 jaar;2022;Elburg;296
18 jaar;2023;Elburg;326
18 jaar;2022;Elst;
18 jaar;2023;Elst;
18 jaar;2022;Emmen;1316
18 jaar;2023;Emmen;1306
18 jaar;2022;Enkhuizen;193
18 jaar;2023;Enkhuizen;200
18 jaar;2022;Enschede;2424
18 jaar;2023;Enschede;2186
18 jaar;2022;Epe;387
18 jaar;2023;Epe;354
18 jaar;2022;Ermelo;366
18 jaar;2023;Ermelo;369
18 jaar;2022;Erp;
18 jaar;2023;Erp;
18 jaar;2022;Esch;
18 jaar;2023;Esch;
18 jaar;2022;Etten-Leur;529
18 jaar;2023;Etten-Leur;541
18 jaar;2022;Ezinge;
18 jaar;2023;Ezinge;
18 jaar;2022;Ferwerderadeel;
18 jaar;2023;Ferwerderadeel;
18 jaar;2022;Ferwerderadiel;
18 jaar;2023;Ferwerderadiel;
18 jaar;2022;Fijnaart en Heijningen;
18 jaar;2023;Fijnaart en Heijningen;
18 jaar;2022;Finsterwolde;
18 jaar;2023;Finsterwolde;
18 jaar;2022;Franekeradeel;
18 jaar;2023;Franekeradeel;
18 jaar;2022;De Friese Meren;
18 jaar;2023;De Friese Meren;
18 jaar;2022;De Fryske Marren;649
18 jaar;2023;De Fryske Marren;657
18 jaar;2022;Gaasterlân-Sleat;
18 jaar;2023;Gaasterlân-Sleat;
18 jaar;2022;Gasselte;
18 jaar;2023;Gasselte;
18 jaar;2022;Geertruidenberg;247
18 jaar;2023;Geertruidenberg;255
18 jaar;2022;Geffen;
18 jaar;2023;Geffen;
18 jaar;2022;Geldermalsen;
18 jaar;2023;Geldermalsen;
18 jaar;2022;Geldrop;
18 jaar;2023;Geldrop;
18 jaar;2022;Geldrop-Mierlo;490
18 jaar;2023;Geldrop-Mierlo;502
18 jaar;2022;Geleen;
18 jaar;2023;Geleen;
18 jaar;2022;Gemert;
18 jaar;2023;Gemert;
18 jaar;2022;Gemert-Bakel;395
18 jaar;2023;Gemert-Bakel;337
18 jaar;2022;Gendringen;
18 jaar;2023;Gendringen;
18 jaar;2022;Gendt;
18 jaar;2023;Gendt;
18 jaar;2022;Genemuiden;
18 jaar;2023;Genemuiden;
18 jaar;2022;Gennep;195
18 jaar;2023;Gennep;204
18 jaar;2022;Giessenlanden;
18 jaar;2023;Giessenlanden;
18 jaar;2022;Gieten;
18 jaar;2023;Gieten;
18 jaar;2022;Gilze en Rijen;339
18 jaar;2023;Gilze en Rijen;305
18 jaar;2022;Goedereede;
18 jaar;2023;Goedereede;
18 jaar;2022;Goeree-Overflakkee;612
18 jaar;2023;Goeree-Overflakkee;613
18 jaar;2022;Goes;461
18 jaar;2023;Goes;449
18 jaar;2022;Goirle;253
18 jaar;2023;Goirle;288
18 jaar;2022;Gooise Meren;749
18 jaar;2023;Gooise Meren;755
18 jaar;2022;Goor;
18 jaar;2023;Goor;
18 jaar;2022;Gorinchem;432
18 jaar;2023;Gorinchem;477
18 jaar;2022;Gorssel;
18 jaar;2023;Gorssel;
18 jaar;2022;Gouda;883
18 jaar;2023;Gouda;906
18 jaar;2022;Graafstroom;
18 jaar;2023;Graafstroom;
18 jaar;2022;Graft-De Rijp;
18 jaar;2023;Graft-De Rijp;
18 jaar;2022;Gramsbergen;
18 jaar;2023;Gramsbergen;
18 jaar;2022;Grathem;
18 jaar;2023;Grathem;
18 jaar;2022;Grave;
18 jaar;2023;Grave;
18 jaar;2022;'s-Graveland;
18 jaar;2023;'s-Graveland;
18 jaar;2022;'s-Gravendeel;
18 jaar;2023;'s-Gravendeel;
18 jaar;2022;'s-Gravenhage (gemeente);6581
18 jaar;2023;'s-Gravenhage (gemeente);6725
18 jaar;2022;'s-Gravenmoer;
18 jaar;2023;'s-Gravenmoer;
18 jaar;2022;'s-Gravenzande;
18 jaar;2023;'s-Gravenzande;
18 jaar;2022;Grijpskerk;
18 jaar;2023;Grijpskerk;
18 jaar;2022;Groenlo;
18 jaar;2023;Groenlo;
18 jaar;2022;Groesbeek;
18 jaar;2023;Groesbeek;
18 jaar;2022;Groningen (gemeente);3460
18 jaar;2023;Groningen (gemeente);3386
18 jaar;2022;Grootegast;
18 jaar;2023;Grootegast;
18 jaar;2022;Grubbenvorst;
18 jaar;2023;Grubbenvorst;
18 jaar;2022;Gulpen;
18 jaar;2023;Gulpen;
18 jaar;2022;Gulpen-Wittem;123
18 jaar;2023;Gulpen-Wittem;133
18 jaar;2022;Haaksbergen;303
18 jaar;2023;Haaksbergen;301
18 jaar;2022;Haaren;
18 jaar;2023;Haaren;
18 jaar;2022;Haarlem;1692
18 jaar;2023;Haarlem;1688
18 jaar;2022;Haarlemmerliede en Spaarnwoude;
18 jaar;2023;Haarlemmerliede en Spaarnwoude;
18 jaar;2022;Haarlemmermeer;2230
18 jaar;2023;Haarlemmermeer;2194
18 jaar;2022;Haelen;
18 jaar;2023;Haelen;
18 jaar;2022;Halderberge;334
18 jaar;2023;Halderberge;323
18 jaar;2022;Halsteren;
18 jaar;2023;Halsteren;
18 jaar;2022;Den Ham;
18 jaar;2023;Den Ham;
18 jaar;2022;Haps;
18 jaar;2023;Haps;
18 jaar;2022;Hardenberg;845
18 jaar;2023;Hardenberg;815
18 jaar;2022;Harderwijk;578
18 jaar;2023;Harderwijk;640
18 jaar;2022;Hardinxveld-Giessendam;243
18 jaar;2023;Hardinxveld-Giessendam;242
18 jaar;2022;Haren;
18 jaar;2023;Haren;
18 jaar;2022;Harenkarspel;
18 jaar;2023;Harenkarspel;
18 jaar;2022;Harlingen;196
18 jaar;2023;Harlingen;207
18 jaar;2022;Harmelen;
18 jaar;2023;Harmelen;
18 jaar;2022;Hasselt;
18 jaar;2023;Hasselt;
18 jaar;2022;Hattem;163
18 jaar;2023;Hattem;180
18 jaar;2022;Havelte;
18 jaar;2023;Havelte;
18 jaar;2022;Hazerswoude;
18 jaar;2023;Hazerswoude;
18 jaar;2022;Hedel;
18 jaar;2023;Hedel;
18 jaar;2022;Heel;
18 jaar;2023;Heel;
18 jaar;2022;Heel en Panheel;
18 jaar;2023;Heel en Panheel;
18 jaar;2022;Heemskerk;454
18 jaar;2023;Heemskerk;447
18 jaar;2022;Heemstede;319
18 jaar;2023;Heemstede;307
18 jaar;2022;Heerde;231
18 jaar;2023;Heerde;242
18 jaar;2022;Heerenveen;672
18 jaar;2023;Heerenveen;618
18 jaar;2022;Heerewaarden;
18 jaar;2023;Heerewaarden;
18 jaar;2022;Heerhugowaard;
18 jaar;2023;Heerhugowaard;
18 jaar;2022;Heerjansdam;
18 jaar;2023;Heerjansdam;
18 jaar;2022;Heerlen;889
18 jaar;2023;Heerlen;831
18 jaar;2022;Heesch;
18 jaar;2023;Heesch;
18 jaar;2022;Heeswijk-Dinther;
18 jaar;2023;Heeswijk-Dinther;
18 jaar;2022;Heeze;
18 jaar;2023;Heeze;
18 jaar;2022;Heeze-Leende;201
18 jaar;2023;Heeze-Leende;179
18 jaar;2022;Hefshuizen;
18 jaar;2023;Hefshuizen;
18 jaar;2022;Heiloo;332
18 jaar;2023;Heiloo;311
18 jaar;2022;Heino;
18 jaar;2023;Heino;
18 jaar;2022;Helden;
18 jaar;2023;Helden;
18 jaar;2022;Den Helder;584
18 jaar;2023;Den Helder;611
18 jaar;2022;Hellendoorn;470
18 jaar;2023;Hellendoorn;494
18 jaar;2022;Hellevoetsluis;459
18 jaar;2023;Hellevoetsluis;
18 jaar;2022;Helmond;1230
18 jaar;2023;Helmond;1184
18 jaar;2022;Helvoirt;
18 jaar;2023;Helvoirt;
18 jaar;2022;Hendrik-Ido-Ambacht;380
18 jaar;2023;Hendrik-Ido-Ambacht;450
18 jaar;2022;Hengelo (Gld.);
18 jaar;2023;Hengelo (Gld.);
18 jaar;2022;Hengelo (O.);1119
18 jaar;2023;Hengelo (O.);1057
18 jaar;2022;Herten;
18 jaar;2023;Herten;
18 jaar;2022;'s-Hertogenbosch;1704
18 jaar;2023;'s-Hertogenbosch;1677
18 jaar;2022;Heteren;
18 jaar;2023;Heteren;
18 jaar;2022;Heumen;237
18 jaar;2023;Heumen;195
18 jaar;2022;Heusden;540
18 jaar;2023;Heusden;508
18 jaar;2022;Heythuysen;
18 jaar;2023;Heythuysen;
18 jaar;2022;Hillegom;266
18 jaar;2023;Hillegom;247
18 jaar;2022;Hilvarenbeek;191
18 jaar;2023;Hilvarenbeek;200
18 jaar;2022;Hilversum;1061
18 jaar;2023;Hilversum;1120
18 jaar;2022;Hoeksche Waard;1120
18 jaar;2023;Hoeksche Waard;1093
18 jaar;2022;Hoevelaken;
18 jaar;2023;Hoevelaken;
18 jaar;2022;Hoeven;
18 jaar;2023;Hoeven;
18 jaar;2022;Hof van Twente;465
18 jaar;2023;Hof van Twente;452
18 jaar;2022;Het Hogeland;641
18 jaar;2023;Het Hogeland;569
18 jaar;2022;Hollands Kroon;595
18 jaar;2023;Hollands Kroon;559
18 jaar;2022;Holten;
18 jaar;2023;Holten;
18 jaar;2022;Hontenisse;
18 jaar;2023;Hontenisse;
18 jaar;2022;Hooge en Lage Mierde;
18 jaar;2023;Hooge en Lage Mierde;
18 jaar;2022;Hooge en Lage Zwaluwe;
18 jaar;2023;Hooge en Lage Zwaluwe;
18 jaar;2022;Hoogeloon, Hapert en Casteren;
18 jaar;2023;Hoogeloon, Hapert en Casteren;
18 jaar;2022;Hoogeveen;699
18 jaar;2023;Hoogeveen;694
18 jaar;2022;Hoogezand-Sappemeer;
18 jaar;2023;Hoogezand-Sappemeer;
18 jaar;2022;Hoorn;886
18 jaar;2023;Hoorn;873
18 jaar;2022;Horn;
18 jaar;2023;Horn;
18 jaar;2022;Horst;
18 jaar;2023;Horst;
18 jaar;2022;Horst aan de Maas;523
18 jaar;2023;Horst aan de Maas;513
18 jaar;2022;Houten;705
18 jaar;2023;Houten;740
18 jaar;2022;Huijbergen;
18 jaar;2023;Huijbergen;
18 jaar;2022;Huissen;
18 jaar;2023;Huissen;
18 jaar;2022;Huizen;542
18 jaar;2023;Huizen;479
18 jaar;2022;Hulst;280
18 jaar;2023;Hulst;297
18 jaar;2022;Hummelo en Keppel;
18 jaar;2023;Hummelo en Keppel;
18 jaar;2022;Hunsel;
18 jaar;2023;Hunsel;
18 jaar;2022;IJsselham;
18 jaar;2023;IJsselham;
18 jaar;2022;IJsselmuiden;
18 jaar;2023;IJsselmuiden;
18 jaar;2022;IJsselstein;507
18 jaar;2023;IJsselstein;488
18 jaar;2022;Ilpendam;
18 jaar;2023;Ilpendam;
18 jaar;2022;Jacobswoude;
18 jaar;2023;Jacobswoude;
18 jaar;2022;Jisp;
18 jaar;2023;Jisp;
18 jaar;2022;Kaag en Braassem;301
18 jaar;2023;Kaag en Braassem;347
18 jaar;2022;Kamerik;
18 jaar;2023;Kamerik;
18 jaar;2022;Kampen;767
18 jaar;2023;Kampen;740
18 jaar;2022;Kantens;
18 jaar;2023;Kantens;
18 jaar;2022;Kapelle;169
18 jaar;2023;Kapelle;170
18 jaar;2022;Katwijk;801
18 jaar;2023;Katwijk;875
18 jaar;2022;Katwoude;
18 jaar;2023;Katwoude;
18 jaar;2022;Kerkrade;404
18 jaar;2023;Kerkrade;398
18 jaar;2022;Kerkwijk;
18 jaar;2023;Kerkwijk;
18 jaar;2022;Kessel;
18 jaar;2023;Kessel;
18 jaar;2022;Kesteren;
18 jaar;2023;Kesteren;
18 jaar;2022;Kloosterburen;
18 jaar;2023;Kloosterburen;
18 jaar;2022;Klundert;
18 jaar;2023;Klundert;
18 jaar;2022;Kockengen;
18 jaar;2023;Kockengen;
18 jaar;2022;Koggenland;312
18 jaar;2023;Koggenland;312
18 jaar;2022;Kollumerland en Nieuwkruisland;
18 jaar;2023;Kollumerland en Nieuwkruisland;
18 jaar;2022;Korendijk;
18 jaar;2023;Korendijk;
18 jaar;2022;Kortgene;
18 jaar;2023;Kortgene;
18 jaar;2022;Koudekerk aan den Rijn;
18 jaar;2023;Koudekerk aan den Rijn;
18 jaar;2022;Krimpen aan den IJssel;374
18 jaar;2023;Krimpen aan den IJssel;395
18 jaar;2022;Krimpenerwaard;780
18 jaar;2023;Krimpenerwaard;688
18 jaar;2022;Laarbeek;264
18 jaar;2023;Laarbeek;263
18 jaar;2022;Land van Cuijk;1065
18 jaar;2023;Land van Cuijk;1099
18 jaar;2022;Landerd;
18 jaar;2023;Landerd;
18 jaar;2022;Landgraaf;390
18 jaar;2023;Landgraaf;362
18 jaar;2022;Landsmeer;141
18 jaar;2023;Landsmeer;123
18 jaar;2022;Langbroek;
18 jaar;2023;Langbroek;
18 jaar;2022;Langedijk;
18 jaar;2023;Langedijk;
18 jaar;2022;Lansingerland;905
18 jaar;2023;Lansingerland;868
18 jaar;2022;Laren (NH.);153
18 jaar;2023;Laren (NH.);134
18 jaar;2022;Leek;
18 jaar;2023;Leek;
18 jaar;2022;Leende;
18 jaar;2023;Leende;
18 jaar;2022;Leens;
18 jaar;2023;Leens;
18 jaar;2022;Leerdam;
18 jaar;2023;Leerdam;
18 jaar;2022;Leersum;
18 jaar;2023;Leersum;
18 jaar;2022;Leeuwarden;1708
18 jaar;2023;Leeuwarden;1577
18 jaar;2022;Leeuwarderadeel;
18 jaar;2023;Leeuwarderadeel;
18 jaar;2022;Leiden;1470
18 jaar;2023;Leiden;1381
18 jaar;2022;Leiderdorp;331
18 jaar;2023;Leiderdorp;323
18 jaar;2022;Leidschendam;
18 jaar;2023;Leidschendam;
18 jaar;2022;Leidschendam-Voorburg;802
18 jaar;2023;Leidschendam-Voorburg;817
18 jaar;2022;Leimuiden;
18 jaar;2023;Leimuiden;
18 jaar;2022;Lelystad;1028
18 jaar;2023;Lelystad;992
18 jaar;2022;Lemsterland;
18 jaar;2023;Lemsterland;
18 jaar;2022;Leudal;438
18 jaar;2023;Leudal;361
18 jaar;2022;Leusden;425
18 jaar;2023;Leusden;397
18 jaar;2022;Lichtenvoorde;
18 jaar;2023;Lichtenvoorde;
18 jaar;2022;Liemeer;
18 jaar;2023;Liemeer;
18 jaar;2022;Liempde;
18 jaar;2023;Liempde;
18 jaar;2022;Lienden;
18 jaar;2023;Lienden;
18 jaar;2022;De Lier;
18 jaar;2023;De Lier;
18 jaar;2022;Lieshout;
18 jaar;2023;Lieshout;
18 jaar;2022;Liesveld;
18 jaar;2023;Liesveld;
18 jaar;2022;Limmen;
18 jaar;2023;Limmen;
18 jaar;2022;Lingewaal;
18 jaar;2023;Lingewaal;
18 jaar;2022;Lingewaard;639
18 jaar;2023;Lingewaard;612
18 jaar;2022;Linne;
18 jaar;2023;Linne;
18 jaar;2022;Linschoten;
18 jaar;2023;Linschoten;
18 jaar;2022;Lisse;309
18 jaar;2023;Lisse;281
18 jaar;2022;Lith;
18 jaar;2023;Lith;
18 jaar;2022;Littenseradiel;
18 jaar;2023;Littenseradiel;
18 jaar;2022;Lochem;413
18 jaar;2023;Lochem;407
18 jaar;2022;Loenen;
18 jaar;2023;Loenen;
18 jaar;2022;Loon op Zand;304
18 jaar;2023;Loon op Zand;273
18 jaar;2022;Loosdrecht;
18 jaar;2023;Loosdrecht;
18 jaar;2022;Lopik;208
18 jaar;2023;Lopik;217
18 jaar;2022;Loppersum;
18 jaar;2023;Loppersum;
18 jaar;2022;Losser;269
18 jaar;2023;Losser;292
18 jaar;2022;Luyksgestel;
18 jaar;2023;Luyksgestel;
18 jaar;2022;Maarheeze;
18 jaar;2023;Maarheeze;
18 jaar;2022;Maarn;
18 jaar;2023;Maarn;
18 jaar;2022;Maarssen;
18 jaar;2023;Maarssen;
18 jaar;2022;Maartensdijk;
18 jaar;2023;Maartensdijk;
18 jaar;2022;Maasbracht;
18 jaar;2023;Maasbracht;
18 jaar;2022;Maasbree;
18 jaar;2023;Maasbree;
18 jaar;2022;Maasdonk;
18 jaar;2023;Maasdonk;
18 jaar;2022;Maasdriel;288
18 jaar;2023;Maasdriel;285
18 jaar;2022;Maasgouw;237
18 jaar;2023;Maasgouw;225
18 jaar;2022;Maashorst;699
18 jaar;2023;Maashorst;710
18 jaar;2022;Maasland;
18 jaar;2023;Maasland;
18 jaar;2022;Maassluis;381
18 jaar;2023;Maassluis;389
18 jaar;2022;Maastricht;2032
18 jaar;2023;Maastricht;2067
18 jaar;2022;Made;
18 jaar;2023;Made;
18 jaar;2022;Made en Drimmelen;
18 jaar;2023;Made en Drimmelen;
18 jaar;2022;Margraten;
18 jaar;2023;Margraten;
18 jaar;2022;Mariekerke;
18 jaar;2023;Mariekerke;
18 jaar;2022;Markelo;
18 jaar;2023;Markelo;
18 jaar;2022;Marken;
18 jaar;2023;Marken;
18 jaar;2022;De Marne;
18 jaar;2023;De Marne;
18 jaar;2022;Marum;
18 jaar;2023;Marum;
18 jaar;2022;Maurik;
18 jaar;2023;Maurik;
18 jaar;2022;Medemblik;590
18 jaar;2023;Medemblik;564
18 jaar;2022;Meeden;
18 jaar;2023;Meeden;
18 jaar;2022;Meerlo-Wanssum;
18 jaar;2023;Meerlo-Wanssum;
18 jaar;2022;Meerssen;189
18 jaar;2023;Meerssen;209
18 jaar;2022;Megen, Haren en Macharen;
18 jaar;2023;Megen, Haren en Macharen;
18 jaar;2022;Meierijstad;966
18 jaar;2023;Meierijstad;981
18 jaar;2022;Meijel;
18 jaar;2023;Meijel;
18 jaar;2022;Melick en Herkenbosch;
18 jaar;2023;Melick en Herkenbosch;
18 jaar;2022;Menaldumadeel;
18 jaar;2023;Menaldumadeel;
18 jaar;2022;Menameradiel;
18 jaar;2023;Menameradiel;
18 jaar;2022;Menterwolde;
18 jaar;2023;Menterwolde;
18 jaar;2022;Meppel;436
18 jaar;2023;Meppel;456
18 jaar;2022;Middelburg (Z.);636
18 jaar;2023;Middelburg (Z.);705
18 jaar;2022;Middelharnis;
18 jaar;2023;Middelharnis;
18 jaar;2022;Middelstum;
18 jaar;2023;Middelstum;
18 jaar;2022;Midden-Delfland;276
18 jaar;2023;Midden-Delfland;256
18 jaar;2022;Midden-Drenthe;423
18 jaar;2023;Midden-Drenthe;441
18 jaar;2022;Midden-Groningen;730
18 jaar;2023;Midden-Groningen;658
18 jaar;2022;Middenschouwen;
18 jaar;2023;Middenschouwen;
18 jaar;2022;Middenveld;
18 jaar;2023;Middenveld;
18 jaar;2022;Midwolda;
18 jaar;2023;Midwolda;
18 jaar;2022;Mierlo;
18 jaar;2023;Mierlo;
18 jaar;2022;Mijdrecht;
18 jaar;2023;Mijdrecht;
18 jaar;2022;Mill en Sint Hubert;
18 jaar;2023;Mill en Sint Hubert;
18 jaar;2022;Millingen aan de Rijn;
18 jaar;2023;Millingen aan de Rijn;
18 jaar;2022;Moerdijk;451
18 jaar;2023;Moerdijk;405
18 jaar;2022;Moergestel;
18 jaar;2023;Moergestel;
18 jaar;2022;Moerhuizen;
18 jaar;2023;Moerhuizen;
18 jaar;2022;Moerkapelle;
18 jaar;2023;Moerkapelle;
18 jaar;2022;Molenlanden;636
18 jaar;2023;Molenlanden;679
18 jaar;2022;Molenwaard;
18 jaar;2023;Molenwaard;
18 jaar;2022;Monnickendam;
18 jaar;2023;Monnickendam;
18 jaar;2022;Monster;
18 jaar;2023;Monster;
18 jaar;2022;Montferland;464
18 jaar;2023;Montferland;440
18 jaar;2022;Montfoort;216
18 jaar;2023;Montfoort;185
18 jaar;2022;Montfort;
18 jaar;2023;Montfort;
18 jaar;2022;Mook en Middelaar;105
18 jaar;2023;Mook en Middelaar;121
18 jaar;2022;Moordrecht;
18 jaar;2023;Moordrecht;
18 jaar;2022;Muiden;
18 jaar;2023;Muiden;
18 jaar;2022;Muntendam;
18 jaar;2023;Muntendam;
18 jaar;2022;Naaldwijk;
18 jaar;2023;Naaldwijk;
18 jaar;2022;Naarden;
18 jaar;2023;Naarden;
18 jaar;2022;Neder-Betuwe;348
18 jaar;2023;Neder-Betuwe;336
18 jaar;2022;Nederhorst den Berg;
18 jaar;2023;Nederhorst den Berg;
18 jaar;2022;Nederlek;
18 jaar;2023;Nederlek;
18 jaar;2022;Nederweert;196
18 jaar;2023;Nederweert;174
18 jaar;2022;Neede;
18 jaar;2023;Neede;
18 jaar;2022;Neer;
18 jaar;2023;Neer;
18 jaar;2022;Neerijnen;
18 jaar;2023;Neerijnen;
18 jaar;2022;Niedorp;
18 jaar;2023;Niedorp;
18 jaar;2022;Nieuwe Pekela;
18 jaar;2023;Nieuwe Pekela;
18 jaar;2022;Nieuwegein;715
18 jaar;2023;Nieuwegein;713
18 jaar;2022;Nieuwerkerk aan den IJssel;
18 jaar;2023;Nieuwerkerk aan den IJssel;
18 jaar;2022;Nieuweschans;
18 jaar;2023;Nieuweschans;
18 jaar;2022;Nieuw-Ginneken;
18 jaar;2023;Nieuw-Ginneken;
18 jaar;2022;Nieuwkoop;338
18 jaar;2023;Nieuwkoop;287
18 jaar;2022;Nieuw-Lekkerland;
18 jaar;2023;Nieuw-Lekkerland;
18 jaar;2022;Nieuwleusen;
18 jaar;2023;Nieuwleusen;
18 jaar;2022;Nieuwolda;
18 jaar;2023;Nieuwolda;
18 jaar;2022;Nieuwveen;
18 jaar;2023;Nieuwveen;
18 jaar;2022;Nieuw-Vossemeer;
18 jaar;2023;Nieuw-Vossemeer;
18 jaar;2022;Nigtevecht;
18 jaar;2023;Nigtevecht;
18 jaar;2022;Nijefurd;
18 jaar;2023;Nijefurd;
18 jaar;2022;Nijeveen;
18 jaar;2023;Nijeveen;
18 jaar;2022;Nijkerk;587
18 jaar;2023;Nijkerk;602
18 jaar;2022;Nijmegen;2020
18 jaar;2023;Nijmegen;2054
18 jaar;2022;Nissewaard;940
18 jaar;2023;Nissewaard;943
18 jaar;2022;Nistelrode;
18 jaar;2023;Nistelrode;
18 jaar;2022;Noardeast-Fryslân;616
18 jaar;2023;Noardeast-Fryslân;564
18 jaar;2022;Noord-Beveland;79
18 jaar;2023;Noord-Beveland;70
18 jaar;2022;Noordenveld;372
18 jaar;2023;Noordenveld;362
18 jaar;2022;Noorder-Koggenland;
18 jaar;2023;Noorder-Koggenland;
18 jaar;2022;Noordoostpolder;627
18 jaar;2023;Noordoostpolder;658
18 jaar;2022;Noordwijk;516
18 jaar;2023;Noordwijk;525
18 jaar;2022;Noordwijkerhout;
18 jaar;2023;Noordwijkerhout;
18 jaar;2022;Nootdorp;
18 jaar;2023;Nootdorp;
18 jaar;2022;Norg;
18 jaar;2023;Norg;
18 jaar;2022;Nuenen, Gerwen en Nederwetten;291
18 jaar;2023;Nuenen, Gerwen en Nederwetten;261
18 jaar;2022;Nuland;
18 jaar;2023;Nuland;
18 jaar;2022;Nunspeet;364
18 jaar;2023;Nunspeet;363
18 jaar;2022;Nuth;
18 jaar;2023;Nuth;
18 jaar;2022;Obdam;
18 jaar;2023;Obdam;
18 jaar;2022;Odoorn;
18 jaar;2023;Odoorn;
18 jaar;2022;Oeffelt;
18 jaar;2023;Oeffelt;
18 jaar;2022;Oegstgeest;357
18 jaar;2023;Oegstgeest;314
18 jaar;2022;Ohé en Laak;
18 jaar;2023;Ohé en Laak;
18 jaar;2022;Oirschot;242
18 jaar;2023;Oirschot;230
18 jaar;2022;Oisterwijk;409
18 jaar;2023;Oisterwijk;392
18 jaar;2022;Oldambt;453
18 jaar;2023;Oldambt;447
18 jaar;2022;Oldebroek;304
18 jaar;2023;Oldebroek;318
18 jaar;2022;Oldehove;
18 jaar;2023;Oldehove;
