Leeftijd;Perioden;Regio's;Bevolking op 1 januari (aantal)
17 jaar;2022;Prinsenbeek;
17 jaar;2023;Prinsenbeek;
17 jaar;2022;Purmerend;1034
17 jaar;2023;Purmerend;1080
17 jaar;2022;Putte;
17 jaar;2023;Putte;
17 jaar;2022;Putten;338
17 jaar;2023;Putten;294
17 jaar;2022;Raalte;459
17 jaar;2023;Raalte;432
17 jaar;2022;Raamsdonk;
17 jaar;2023;Raamsdonk;
17 jaar;2022;Ravenstein;
17 jaar;2023;Ravenstein;
17 jaar;2022;Reeuwijk;
17 jaar;2023;Reeuwijk;
17 jaar;2022;Reiderland;
17 jaar;2023;Reiderland;
17 jaar;2022;Reimerswaal;294
17 jaar;2023;Reimerswaal;297
17 jaar;2022;Renkum;365
17 jaar;2023;Renkum;382
17 jaar;2022;Renswoude;73
17 jaar;2023;Renswoude;74
17 jaar;2022;Reusel;
17 jaar;2023;Reusel;
17 jaar;2022;Reusel-De Mierden;135
17 jaar;2023;Reusel-De Mierden;158
17 jaar;2022;Rheden;509
17 jaar;2023;Rheden;449
17 jaar;2022;Rhenen;249
17 jaar;2023;Rhenen;263
17 jaar;2022;Ridderkerk;490
17 jaar;2023;Ridderkerk;457
17 jaar;2022;Riethoven;
17 jaar;2023;Riethoven;
17 jaar;2022;Rijneveld;
17 jaar;2023;Rijneveld;
17 jaar;2022;Rijnsaterwoude;
17 jaar;2023;Rijnsaterwoude;
17 jaar;2022;Rijnsburg;
17 jaar;2023;Rijnsburg;
17 jaar;2022;Rijnwaarden;
17 jaar;2023;Rijnwaarden;
17 jaar;2022;Rijnwoude;
17 jaar;2023;Rijnwoude;
17 jaar;2022;Rijsbergen;
17 jaar;2023;Rijsbergen;
17 jaar;2022;Rijssen;
17 jaar;2023;Rijssen;
17 jaar;2022;Rijssen-Holten;527
17 jaar;2023;Rijssen-Holten;571
17 jaar;2022;Rijswijk (ZH.);471
17 jaar;2023;Rijswijk (ZH.);529
17 jaar;2022;Roden;
17 jaar;2023;Roden;
17 jaar;2022;Roerdalen;218
17 jaar;2023;Roerdalen;185
17 jaar;2022;Roermond;622
17 jaar;2023;Roermond;598
17 jaar;2022;Roggel;
17 jaar;2023;Roggel;
17 jaar;2022;Roggel en Neer;
17 jaar;2023;Roggel en Neer;
17 jaar;2022;Rolde;
17 jaar;2023;Rolde;
17 jaar;2022;De Ronde Venen;590
17 jaar;2023;De Ronde Venen;514
17 jaar;2022;Roosendaal;865
17 jaar;2023;Roosendaal;804
17 jaar;2022;Roosendaal en Nispen;
17 jaar;2023;Roosendaal en Nispen;
17 jaar;2022;Rosmalen;
17 jaar;2023;Rosmalen;
17 jaar;2022;Rossum;
17 jaar;2023;Rossum;
17 jaar;2022;Rotterdam;6469
17 jaar;2023;Rotterdam;6403
17 jaar;2022;Rozenburg;
17 jaar;2023;Rozenburg;
17 jaar;2022;Rozendaal;24
17 jaar;2023;Rozendaal;31
17 jaar;2022;Rucphen;217
17 jaar;2023;Rucphen;207
17 jaar;2022;Ruinen;
17 jaar;2023;Ruinen;
17 jaar;2022;Ruinerwold;
17 jaar;2023;Ruinerwold;
17 jaar;2022;Ruurlo;
17 jaar;2023;Ruurlo;
17 jaar;2022;Sas van Gent;
17 jaar;2023;Sas van Gent;
17 jaar;2022;Sassenheim;
17 jaar;2023;Sassenheim;
17 jaar;2022;Schagen;611
17 jaar;2023;Schagen;569
17 jaar;2022;Schaijk;
17 jaar;2023;Schaijk;
17 jaar;2022;Scheemda;
17 jaar;2023;Scheemda;
17 jaar;2022;Schermer;
17 jaar;2023;Schermer;
17 jaar;2022;Scherpenzeel;111
17 jaar;2023;Scherpenzeel;122
17 jaar;2022;Schiedam;832
17 jaar;2023;Schiedam;824
17 jaar;2022;Schiermonnikoog;13
17 jaar;2023;Schiermonnikoog;7
17 jaar;2022;Schijndel;
17 jaar;2023;Schijndel;
17 jaar;2022;Schinnen;
17 jaar;2023;Schinnen;
17 jaar;2022;Schipluiden;
17 jaar;2023;Schipluiden;
17 jaar;2022;Schoonebeek;
17 jaar;2023;Schoonebeek;
17 jaar;2022;Schoonhoven;
17 jaar;2023;Schoonhoven;
17 jaar;2022;Schoorl;
17 jaar;2023;Schoorl;
17 jaar;2022;Schouwen-Duiveland;366
17 jaar;2023;Schouwen-Duiveland;318
17 jaar;2022;Sevenum;
17 jaar;2023;Sevenum;
17 jaar;2022;Simpelveld;110
17 jaar;2023;Simpelveld;88
17 jaar;2022;Sint Anthonis;
17 jaar;2023;Sint Anthonis;
17 jaar;2022;Sint Maarten;
17 jaar;2023;Sint Maarten;
17 jaar;2022;Sint Odilienberg;
17 jaar;2023;Sint Odilienberg;
17 jaar;2022;Sint Pancras;
17 jaar;2023;Sint Pancras;
17 jaar;2022;Sint Philipsland;
17 jaar;2023;Sint Philipsland;
17 jaar;2022;Sint-Michielsgestel;348
17 jaar;2023;Sint-Michielsgestel;358
17 jaar;2022;Sint-Oedenrode;
17 jaar;2023;Sint-Oedenrode;
17 jaar;2022;Sittard;
17 jaar;2023;Sittard;
17 jaar;2022;Sittard-Geleen;918
17 jaar;2023;Sittard-Geleen;870
17 jaar;2022;Skarsterlân;
17 jaar;2023;Skarsterlân;
17 jaar;2022;Sleen;
17 jaar;2023;Sleen;
17 jaar;2022;Sliedrecht;306
17 jaar;2023;Sliedrecht;281
17 jaar;2022;Slochteren;
17 jaar;2023;Slochteren;
17 jaar;2022;Sluis;234
17 jaar;2023;Sluis;221
17 jaar;2022;Sluis (oud);
17 jaar;2023;Sluis (oud);
17 jaar;2022;Sluis-Aardenburg;
17 jaar;2023;Sluis-Aardenburg;
17 jaar;2022;Smallingerland;756
17 jaar;2023;Smallingerland;671
17 jaar;2022;Smilde;
17 jaar;2023;Smilde;
17 jaar;2022;Sneek;
17 jaar;2023;Sneek;
17 jaar;2022;Snelrewaard;
17 jaar;2023;Snelrewaard;
17 jaar;2022;Soest;596
17 jaar;2023;Soest;570
17 jaar;2022;Someren;208
17 jaar;2023;Someren;209
17 jaar;2022;Son en Breugel;217
17 jaar;2023;Son en Breugel;216
17 jaar;2022;Spijkenisse;
17 jaar;2023;Spijkenisse;
17 jaar;2022;Sprang-Capelle;
17 jaar;2023;Sprang-Capelle;
17 jaar;2022;St. Anthonis;
17 jaar;2023;St. Anthonis;
17 jaar;2022;Stad Delden;
17 jaar;2023;Stad Delden;
17 jaar;2022;Stadskanaal;371
17 jaar;2023;Stadskanaal;354
17 jaar;2022;Standdaarbuiten;
17 jaar;2023;Standdaarbuiten;
17 jaar;2022;Staphorst;261
17 jaar;2023;Staphorst;268
17 jaar;2022;Stede Broec;278
17 jaar;2023;Stede Broec;226
17 jaar;2022;Stedum;
17 jaar;2023;Stedum;
17 jaar;2022;Steenbergen;274
17 jaar;2023;Steenbergen;252
17 jaar;2022;Steenderen;
17 jaar;2023;Steenderen;
17 jaar;2022;Steenwijk;
17 jaar;2023;Steenwijk;
17 jaar;2022;Steenwijkerland;546
17 jaar;2023;Steenwijkerland;519
17 jaar;2022;Stein (L.);263
17 jaar;2023;Stein (L.);254
17 jaar;2022;Stevensweert;
17 jaar;2023;Stevensweert;
17 jaar;2022;Stichtse Vecht;751
17 jaar;2023;Stichtse Vecht;771
17 jaar;2022;Stramproy;
17 jaar;2023;Stramproy;
17 jaar;2022;Strijen;
17 jaar;2023;Strijen;
17 jaar;2022;Súdwest-Fryslân;1182
17 jaar;2023;Súdwest-Fryslân;1160
17 jaar;2022;Susteren;
17 jaar;2023;Susteren;
17 jaar;2022;Swalmen;
17 jaar;2023;Swalmen;
17 jaar;2022;Tegelen;
17 jaar;2023;Tegelen;
17 jaar;2022;Terheijden;
17 jaar;2023;Terheijden;
17 jaar;2022;Termunten;
17 jaar;2023;Termunten;
17 jaar;2022;Terneuzen;566
17 jaar;2023;Terneuzen;571
17 jaar;2022;Terschelling;70
17 jaar;2023;Terschelling;36
17 jaar;2022;Teteringen;
17 jaar;2023;Teteringen;
17 jaar;2022;Texel;150
17 jaar;2023;Texel;154
17 jaar;2022;Teylingen;507
17 jaar;2023;Teylingen;491
17 jaar;2022;Tholen;294
17 jaar;2023;Tholen;348
17 jaar;2022;Thorn;
17 jaar;2023;Thorn;
17 jaar;2022;Tiel;478
17 jaar;2023;Tiel;490
17 jaar;2022;Tietjerksteradeel;
17 jaar;2023;Tietjerksteradeel;
17 jaar;2022;Tilburg;2393
17 jaar;2023;Tilburg;2280
17 jaar;2022;Tubbergen;303
17 jaar;2023;Tubbergen;305
17 jaar;2022;Twenterand;480
17 jaar;2023;Twenterand;456
17 jaar;2022;Tynaarlo;432
17 jaar;2023;Tynaarlo;434
17 jaar;2022;Tytsjerksteradiel;427
17 jaar;2023;Tytsjerksteradiel;413
17 jaar;2022;Ubbergen;
17 jaar;2023;Ubbergen;
17 jaar;2022;Uden;
17 jaar;2023;Uden;
17 jaar;2022;Udenhout;
17 jaar;2023;Udenhout;
17 jaar;2022;Uitgeest;164
17 jaar;2023;Uitgeest;186
17 jaar;2022;Uithoorn;403
17 jaar;2023;Uithoorn;363
17 jaar;2022;Ulrum;
17 jaar;2023;Ulrum;
17 jaar;2022;Urk;336
17 jaar;2023;Urk;368
17 jaar;2022;Usquert;
17 jaar;2023;Usquert;
17 jaar;2022;Utrecht (gemeente);3417
17 jaar;2023;Utrecht (gemeente);3617
17 jaar;2022;Utrechtse Heuvelrug;642
17 jaar;2023;Utrechtse Heuvelrug;618
17 jaar;2022;Vaals;89
17 jaar;2023;Vaals;62
17 jaar;2022;Valburg;
17 jaar;2023;Valburg;
17 jaar;2022;Valkenburg (ZH.);
17 jaar;2023;Valkenburg (ZH.);
17 jaar;2022;Valkenburg aan de Geul;141
17 jaar;2023;Valkenburg aan de Geul;153
17 jaar;2022;Valkenisse;
17 jaar;2023;Valkenisse;
17 jaar;2022;Valkenswaard;315
17 jaar;2023;Valkenswaard;323
17 jaar;2022;Veendam;310
17 jaar;2023;Veendam;314
17 jaar;2022;Veenendaal;893
17 jaar;2023;Veenendaal;800
17 jaar;2022;Veere;232
17 jaar;2023;Veere;224
17 jaar;2022;Veghel;
17 jaar;2023;Veghel;
17 jaar;2022;Veldhoven;526
17 jaar;2023;Veldhoven;525
17 jaar;2022;Velsen;765
17 jaar;2023;Velsen;776
17 jaar;2022;Venhuizen;
17 jaar;2023;Venhuizen;
17 jaar;2022;Venlo;1140
17 jaar;2023;Venlo;1009
17 jaar;2022;Venray;505
17 jaar;2023;Venray;447
17 jaar;2022;Vessem, Wintelre en Knegsel;
17 jaar;2023;Vessem, Wintelre en Knegsel;
17 jaar;2022;Vianen;
17 jaar;2023;Vianen;
17 jaar;2022;Vierlingsbeek;
17 jaar;2023;Vierlingsbeek;
17 jaar;2022;Vijfheerenlanden;714
17 jaar;2023;Vijfheerenlanden;645
17 jaar;2022;Vinkeveen en Waverveen;
17 jaar;2023;Vinkeveen en Waverveen;
17 jaar;2022;Vlaardingen;775
17 jaar;2023;Vlaardingen;721
17 jaar;2022;Vlagtwedde;
17 jaar;2023;Vlagtwedde;
17 jaar;2022;Vledder;
17 jaar;2023;Vledder;
17 jaar;2022;Vleuten-De Meern;
17 jaar;2023;Vleuten-De Meern;
17 jaar;2022;Vlieland;11
17 jaar;2023;Vlieland;11
17 jaar;2022;Vlijmen;
17 jaar;2023;Vlijmen;
17 jaar;2022;Vlissingen;451
17 jaar;2023;Vlissingen;490
17 jaar;2022;Vlist;
17 jaar;2023;Vlist;
17 jaar;2022;Vlodrop;
17 jaar;2023;Vlodrop;
17 jaar;2022;Voerendaal;129
17 jaar;2023;Voerendaal;109
17 jaar;2022;Voorburg;
17 jaar;2023;Voorburg;
17 jaar;2022;Voorhout;
17 jaar;2023;Voorhout;
17 jaar;2022;Voorne aan Zee;
17 jaar;2023;Voorne aan Zee;792
17 jaar;2022;Voorschoten;350
17 jaar;2023;Voorschoten;347
17 jaar;2022;Voorst;319
17 jaar;2023;Voorst;300
17 jaar;2022;Vorden;
17 jaar;2023;Vorden;
17 jaar;2022;Vries;
17 jaar;2023;Vries;
17 jaar;2022;Vriezenveen;
17 jaar;2023;Vriezenveen;
17 jaar;2022;Vught;367
17 jaar;2023;Vught;354
17 jaar;2022;Waadhoeke;595
17 jaar;2023;Waadhoeke;594
17 jaar;2022;Waalre;216
17 jaar;2023;Waalre;207
17 jaar;2022;Waalwijk;532
17 jaar;2023;Waalwijk;567
17 jaar;2022;Waddinxveen;352
17 jaar;2023;Waddinxveen;374
17 jaar;2022;Wageningen;338
17 jaar;2023;Wageningen;385
17 jaar;2022;Wanroij;
17 jaar;2023;Wanroij;
17 jaar;2022;Warffum;
17 jaar;2023;Warffum;
17 jaar;2022;Warmenhuizen;
17 jaar;2023;Warmenhuizen;
17 jaar;2022;Warmond;
17 jaar;2023;Warmond;
17 jaar;2022;Warnsveld;
17 jaar;2023;Warnsveld;
17 jaar;2022;Waspik;
17 jaar;2023;Waspik;
17 jaar;2022;Wassenaar;420
17 jaar;2023;Wassenaar;409
17 jaar;2022;Wateringen;
17 jaar;2023;Wateringen;
17 jaar;2022;Waterland;222
17 jaar;2023;Waterland;199
17 jaar;2022;Weerselo;
17 jaar;2023;Weerselo;
17 jaar;2022;Weert;545
17 jaar;2023;Weert;513
17 jaar;2022;Weesp;199
17 jaar;2023;Weesp;
17 jaar;2022;Wehl;
17 jaar;2023;Wehl;
17 jaar;2022;Werkendam;
17 jaar;2023;Werkendam;
17 jaar;2022;Wervershoof;
17 jaar;2023;Wervershoof;
17 jaar;2022;Wessem;
17 jaar;2023;Wessem;
17 jaar;2022;West Betuwe;652
17 jaar;2023;West Betuwe;688
17 jaar;2022;West Maas en Waal;211
17 jaar;2023;West Maas en Waal;199
17 jaar;2022;Westerbork;
17 jaar;2023;Westerbork;
17 jaar;2022;Westerhoven;
17 jaar;2023;Westerhoven;
17 jaar;2022;Wester-Koggenland;
17 jaar;2023;Wester-Koggenland;
17 jaar;2022;Westerkwartier;823
17 jaar;2023;Westerkwartier;839
17 jaar;2022;Westerschouwen;
17 jaar;2023;Westerschouwen;
17 jaar;2022;Westerveld;226
17 jaar;2023;Westerveld;214
17 jaar;2022;Westervoort;160
17 jaar;2023;Westervoort;164
17 jaar;2022;Westerwolde;280
17 jaar;2023;Westerwolde;327
17 jaar;2022;Westkapelle;
17 jaar;2023;Westkapelle;
17 jaar;2022;Westland;1307
17 jaar;2023;Westland;1285
17 jaar;2022;Weststellingwerf;282
17 jaar;2023;Weststellingwerf;309
17 jaar;2022;Westvoorne;155
17 jaar;2023;Westvoorne;
17 jaar;2022;Wierden;316
17 jaar;2023;Wierden;330
17 jaar;2022;Wieringen;
17 jaar;2023;Wieringen;
17 jaar;2022;Wieringermeer;
17 jaar;2023;Wieringermeer;
17 jaar;2022;Wijchen;542
17 jaar;2023;Wijchen;529
17 jaar;2022;Wijdemeren;312
17 jaar;2023;Wijdemeren;304
17 jaar;2022;Wijdewormer;
17 jaar;2023;Wijdewormer;
17 jaar;2022;Wijhe;
17 jaar;2023;Wijhe;
17 jaar;2022;De Wijk;
17 jaar;2023;De Wijk;
17 jaar;2022;Wijk bij Duurstede;262
17 jaar;2023;Wijk bij Duurstede;278
17 jaar;2022;Willemstad;
17 jaar;2023;Willemstad;
17 jaar;2022;Willeskop;
17 jaar;2023;Willeskop;
17 jaar;2022;Wilnis;
17 jaar;2023;Wilnis;
17 jaar;2022;Winschoten;
17 jaar;2023;Winschoten;
17 jaar;2022;Winsum;
17 jaar;2023;Winsum;
17 jaar;2022;Winterswijk;372
17 jaar;2023;Winterswijk;362
17 jaar;2022;Wisch;
17 jaar;2023;Wisch;
17 jaar;2022;Wissenkerke;
17 jaar;2023;Wissenkerke;
17 jaar;2022;Wittem;
17 jaar;2023;Wittem;
17 jaar;2022;Woensdrecht;225
17 jaar;2023;Woensdrecht;221
17 jaar;2022;Woerden;715
17 jaar;2023;Woerden;698
17 jaar;2022;Wognum;
17 jaar;2023;Wognum;
17 jaar;2022;De Wolden;305
17 jaar;2023;De Wolden;265
17 jaar;2022;Wormer;
17 jaar;2023;Wormer;
17 jaar;2022;Wormerland;186
17 jaar;2023;Wormerland;209
17 jaar;2022;Woubrugge;
17 jaar;2023;Woubrugge;
17 jaar;2022;Woudenberg;189
17 jaar;2023;Woudenberg;178
17 jaar;2022;Woudrichem;
17 jaar;2023;Woudrichem;
17 jaar;2022;Wouw;
17 jaar;2023;Wouw;
17 jaar;2022;Wûnseradiel;
17 jaar;2023;Wûnseradiel;
17 jaar;2022;Wymbritseradiel;
17 jaar;2023;Wymbritseradiel;
17 jaar;2022;Zaanstad;1831
17 jaar;2023;Zaanstad;1815
17 jaar;2022;Zaltbommel;374
17 jaar;2023;Zaltbommel;419
17 jaar;2022;'t Zandt;
17 jaar;2023;'t Zandt;
17 jaar;2022;Zandvoort;150
17 jaar;2023;Zandvoort;186
17 jaar;2022;Zederik;
17 jaar;2023;Zederik;
17 jaar;2022;Zeeland;
17 jaar;2023;Zeeland;
17 jaar;2022;Zeevang;
17 jaar;2023;Zeevang;
17 jaar;2022;Zeewolde;346
17 jaar;2023;Zeewolde;329
17 jaar;2022;Zegveld;
17 jaar;2023;Zegveld;
17 jaar;2022;Zeist;852
17 jaar;2023;Zeist;811
17 jaar;2022;Zelhem;
17 jaar;2023;Zelhem;
17 jaar;2022;Zevenaar;486
17 jaar;2023;Zevenaar;496
17 jaar;2022;Zevenbergen;
17 jaar;2023;Zevenbergen;
17 jaar;2022;Zevenhoven;
17 jaar;2023;Zevenhoven;
17 jaar;2022;Zevenhuizen;
17 jaar;2023;Zevenhuizen;
17 jaar;2022;Zevenhuizen-Moerkapelle;
17 jaar;2023;Zevenhuizen-Moerkapelle;
17 jaar;2022;Zierikzee;
17 jaar;2023;Zierikzee;
17 jaar;2022;Zijpe;
17 jaar;2023;Zijpe;
17 jaar;2022;Zoetermeer;1436
17 jaar;2023;Zoetermeer;1510
17 jaar;2022;Zoeterwoude;108
17 jaar;2023;Zoeterwoude;109
17 jaar;2022;Zuidhorn;
17 jaar;2023;Zuidhorn;
17 jaar;2022;Zuidlaren;
17 jaar;2023;Zuidlaren;
17 jaar;2022;Zuidplas;547
17 jaar;2023;Zuidplas;545
17 jaar;2022;Zuidwolde;
17 jaar;2023;Zuidwolde;
17 jaar;2022;Zundert;210
17 jaar;2023;Zundert;207
17 jaar;2022;Zutphen;629
17 jaar;2023;Zutphen;627
17 jaar;2022;Zwartewaterland;328
17 jaar;2023;Zwartewaterland;322
17 jaar;2022;Zwartsluis;
17 jaar;2023;Zwartsluis;
17 jaar;2022;Zweeloo;
17 jaar;2023;Zweeloo;
17 jaar;2022;Zwijndrecht;483
17 jaar;2023;Zwijndrecht;497
17 jaar;2022;Zwolle;1486
17 jaar;2023;Zwolle;1625
17 jaar;2022;Centraal persoonsregister (CPR);
17 jaar;2023;Centraal persoonsregister (CPR);
18 jaar;2022;Aa en Hunze;305
18 jaar;2023;Aa en Hunze;290
18 jaar;2022;Aalburg;
18 jaar;2023;Aalburg;
18 jaar;2022;Aalsmeer;421
18 jaar;2023;Aalsmeer;449
18 jaar;2022;Aalten;320
18 jaar;2023;Aalten;348
18 jaar;2022;Ter Aar;
18 jaar;2023;Ter Aar;
18 jaar;2022;Aardenburg;
18 jaar;2023;Aardenburg;
18 jaar;2022;Aarle-Rixtel;
18 jaar;2023;Aarle-Rixtel;
18 jaar;2022;Abcoude;
18 jaar;2023;Abcoude;
18 jaar;2022;Achtkarspelen;369
18 jaar;2023;Achtkarspelen;401
18 jaar;2022;Adorp;
18 jaar;2023;Adorp;
18 jaar;2022;Aduard;
18 jaar;2023;Aduard;
18 jaar;2022;Akersloot;
18 jaar;2023;Akersloot;
18 jaar;2022;Alblasserdam;276
18 jaar;2023;Alblasserdam;251
18 jaar;2022;Albrandswaard;328
18 jaar;2023;Albrandswaard;341
18 jaar;2022;Alkemade;
18 jaar;2023;Alkemade;
18 jaar;2022;Alkmaar;1202
18 jaar;2023;Alkmaar;1263
18 jaar;2022;Almelo;956
18 jaar;2023;Almelo;947
18 jaar;2022;Almere;2874
18 jaar;2023;Almere;2736
18 jaar;2022;Alphen aan den Rijn;1359
18 jaar;2023;Alphen aan den Rijn;1408
18 jaar;2022;Alphen en Riel;
18 jaar;2023;Alphen en Riel;
18 jaar;2022;Alphen-Chaam;131
18 jaar;2023;Alphen-Chaam;115
18 jaar;2022;Altena;724
18 jaar;2023;Altena;691
18 jaar;2022;Ambt Delden;
18 jaar;2023;Ambt Delden;
18 jaar;2022;Ambt Montfort;
18 jaar;2023;Ambt Montfort;
18 jaar;2022;Ameland;23
18 jaar;2023;Ameland;24
18 jaar;2022;Amerongen;
18 jaar;2023;Amerongen;
18 jaar;2022;Amersfoort;2021
18 jaar;2023;Amersfoort;2033
18 jaar;2022;Ammerzoden;
18 jaar;2023;Ammerzoden;
18 jaar;2022;Amstelveen;1155
18 jaar;2023;Amstelveen;1120
18 jaar;2022;Amsterdam;9214
18 jaar;2023;Amsterdam;9402
18 jaar;2022;Andijk;
18 jaar;2023;Andijk;
18 jaar;2022;Angerlo;
18 jaar;2023;Angerlo;
18 jaar;2022;Anloo;
18 jaar;2023;Anloo;
18 jaar;2022;Anna Paulowna;
18 jaar;2023;Anna Paulowna;
18 jaar;2022;Apeldoorn;2069
18 jaar;2023;Apeldoorn;1977
18 jaar;2022;Appingedam;
18 jaar;2023;Appingedam;
18 jaar;2022;Arcen en Velden;
18 jaar;2023;Arcen en Velden;
18 jaar;2022;Arnemuiden;
18 jaar;2023;Arnemuiden;
18 jaar;2022;Arnhem;1877
18 jaar;2023;Arnhem;1891
18 jaar;2022;Assen;936
18 jaar;2023;Assen;873
18 jaar;2022;Asten;225
18 jaar;2023;Asten;189
18 jaar;2022;Avereest;
18 jaar;2023;Avereest;
18 jaar;2022;Axel;
18 jaar;2023;Axel;
18 jaar;2022;Baarle-Nassau;81
18 jaar;2023;Baarle-Nassau;76
18 jaar;2022;Baarn;276
18 jaar;2023;Baarn;272
18 jaar;2022;Baexem;
18 jaar;2023;Baexem;
18 jaar;2022;Baflo;
18 jaar;2023;Baflo;
18 jaar;2022;Bakel en Milheeze;
18 jaar;2023;Bakel en Milheeze;
18 jaar;2022;Barendrecht;759
18 jaar;2023;Barendrecht;707
18 jaar;2022;Barneveld;862
18 jaar;2023;Barneveld;854
18 jaar;2022;Barsingerhorn;
18 jaar;2023;Barsingerhorn;
18 jaar;2022;Bathmen;
18 jaar;2023;Bathmen;
18 jaar;2022;Bedum;
18 jaar;2023;Bedum;
18 jaar;2022;Beegden;
18 jaar;2023;Beegden;
18 jaar;2022;Beek (L.);168
18 jaar;2023;Beek (L.);166
18 jaar;2022;Beek en Donk;
18 jaar;2023;Beek en Donk;
18 jaar;2022;Beekdaelen;355
18 jaar;2023;Beekdaelen;332
18 jaar;2022;Beemster;
18 jaar;2023;Beemster;
18 jaar;2022;Beers;
18 jaar;2023;Beers;
18 jaar;2022;Beerta;
18 jaar;2023;Beerta;
18 jaar;2022;Beesel;144
18 jaar;2023;Beesel;151
18 jaar;2022;Beilen;
18 jaar;2023;Beilen;
18 jaar;2022;Belfeld;
18 jaar;2023;Belfeld;
18 jaar;2022;Bellingwedde;
18 jaar;2023;Bellingwedde;
18 jaar;2022;Bemmel;
18 jaar;2023;Bemmel;
18 jaar;2022;Bennebroek;
18 jaar;2023;Bennebroek;
18 jaar;2022;Benschop;
18 jaar;2023;Benschop;
18 jaar;2022;Benthuizen;
18 jaar;2023;Benthuizen;
18 jaar;2022;Berg en Dal;423
18 jaar;2023;Berg en Dal;417
18 jaar;2022;Bergambacht;
18 jaar;2023;Bergambacht;
18 jaar;2022;Bergeijk;232
18 jaar;2023;Bergeijk;210
18 jaar;2022;Bergen (L.);134
18 jaar;2023;Bergen (L.);154
18 jaar;2022;Bergen (NH.);349
18 jaar;2023;Bergen (NH.);357
18 jaar;2022;Bergen op Zoom;804
18 jaar;2023;Bergen op Zoom;764
18 jaar;2022;Bergeyk;
18 jaar;2023;Bergeyk;
18 jaar;2022;Bergh;
18 jaar;2023;Bergh;
18 jaar;2022;Berghem;
18 jaar;2023;Berghem;
18 jaar;2022;Bergschenhoek;
18 jaar;2023;Bergschenhoek;
18 jaar;2022;Berkel en Rodenrijs;
18 jaar;2023;Berkel en Rodenrijs;
18 jaar;2022;Berkel-Enschot;
18 jaar;2023;Berkel-Enschot;
18 jaar;2022;Berkelland;527
18 jaar;2023;Berkelland;557
18 jaar;2022;Berlicum;
18 jaar;2023;Berlicum;
18 jaar;2022;Bernheze;432
18 jaar;2023;Bernheze;431
18 jaar;2022;Bernisse;
18 jaar;2023;Bernisse;
18 jaar;2022;Best;423
18 jaar;2023;Best;402
18 jaar;2022;Beuningen;302
18 jaar;2023;Beuningen;308
18 jaar;2022;Beverwijk;489
18 jaar;2023;Beverwijk;455
18 jaar;2022;Bierum;
18 jaar;2023;Bierum;
18 jaar;2022;het Bildt;
18 jaar;2023;het Bildt;
18 jaar;2022;De Bilt;526
18 jaar;2023;De Bilt;602
18 jaar;2022;Binnenmaas;
18 jaar;2023;Binnenmaas;
18 jaar;2022;Bladel;261
18 jaar;2023;Bladel;234
18 jaar;2022;Bladel en Netersel;
18 jaar;2023;Bladel en Netersel;
18 jaar;2022;Blaricum;158
18 jaar;2023;Blaricum;156
18 jaar;2022;Bleiswijk;
18 jaar;2023;Bleiswijk;
18 jaar;2022;Bloemendaal;322
18 jaar;2023;Bloemendaal;373
18 jaar;2022;Boarnsterhim;
18 jaar;2023;Boarnsterhim;
18 jaar;2022;Bodegraven;
18 jaar;2023;Bodegraven;
18 jaar;2022;Bodegraven-Reeuwijk;486
18 jaar;2023;Bodegraven-Reeuwijk;470
18 jaar;2022;Boekel;143
18 jaar;2023;Boekel;124
18 jaar;2022;Ten Boer;
18 jaar;2023;Ten Boer;
18 jaar;2022;Bolsward;
18 jaar;2023;Bolsward;
18 jaar;2022;Borculo;
18 jaar;2023;Borculo;
18 jaar;2022;Borger;
18 jaar;2023;Borger;
18 jaar;2022;Borger-Odoorn;260
18 jaar;2023;Borger-Odoorn;290
18 jaar;2022;Born;
18 jaar;2023;Born;
18 jaar;2022;Borne;276
18 jaar;2023;Borne;290
18 jaar;2022;Borsele;297
18 jaar;2023;Borsele;272
18 jaar;2022;Boskoop;
18 jaar;2023;Boskoop;
18 jaar;2022;Boxmeer;
18 jaar;2023;Boxmeer;
18 jaar;2022;Boxtel;420
18 jaar;2023;Boxtel;438
18 jaar;2022;Brakel;
18 jaar;2023;Brakel;
18 jaar;2022;Breda;2258
18 jaar;2023;Breda;2276
18 jaar;2022;Brederwiede;
18 jaar;2023;Brederwiede;
18 jaar;2022;Breukelen;
18 jaar;2023;Breukelen;
18 jaar;2022;Brielle;203
18 jaar;2023;Brielle;
18 jaar;2022;Broek in Waterland;
18 jaar;2023;Broek in Waterland;
18 jaar;2022;Broekhuizen;
18 jaar;2023;Broekhuizen;
18 jaar;2022;Bronckhorst;473
18 jaar;2023;Bronckhorst;469
18 jaar;2022;Brouwershaven;
18 jaar;2023;Brouwershaven;
18 jaar;2022;Bruinisse;
18 jaar;2023;Bruinisse;
18 jaar;2022;Brummen;238
18 jaar;2023;Brummen;218
18 jaar;2022;Brunssum;285
18 jaar;2023;Brunssum;274
18 jaar;2022;Budel;
18 jaar;2023;Budel;
18 jaar;2022;Bunnik;183
18 jaar;2023;Bunnik;192
18 jaar;2022;Bunschoten;289
18 jaar;2023;Bunschoten;267
18 jaar;2022;Buren;323
18 jaar;2023;Buren;318
18 jaar;2022;Bussum;
18 jaar;2023;Bussum;
18 jaar;2022;Callantsoog;
18 jaar;2023;Callantsoog;
18 jaar;2022;Capelle aan den IJssel;853
18 jaar;2023;Capelle aan den IJssel;783
